#lD,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
1449,T,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002168,06Aug2031,06Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,07Aug2014
1450,M,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002169,06Aug2031,06Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,07Aug2014
1451,K,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002170,06Aug2031,06Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,07Aug2014
1452,H,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002171,06Aug2031,06Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,07Aug2014
1453,E,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002172,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1454,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002173,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1455,A,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002180,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1456,Y,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002181,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1457,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002182,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1458,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002184,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1459,P,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002185,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1460,J,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002186,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1461,G,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002187,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1462,D,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002188,20Aug2031,20Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,21Aug2014
1463,B,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002189,31Aug2031,31Aug2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Sep2014
1464,Z,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002190,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1465,X,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002191,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1466,T,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002192,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1467,R,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ5E7002193,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1468,M,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002194,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1469,K,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002195,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1470,E,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002196,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1471,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002197,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1472,A,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002198,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1473,Y,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002199,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1474,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002200,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1475,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002201,10Sep2031,10Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,11Sep2014
1476,P,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002202,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1477,L,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002203,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1478,J,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002204,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1479,G,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002205,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1480,B,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002206,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1481,Z,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002207,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1482,X,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002210,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1483,T,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ5E7002212,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1484,R,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002213,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1485,M,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002214,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1486,K,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002215,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1487,H,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002216,17Sep2031,17Sep2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,18Sep2014
1488,E,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002217,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1489,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002218,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1490,Y,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002219,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1491,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002220,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1492,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002221,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1493,P,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ5E7002226,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1494,L,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002227,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1495,J,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002228,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1496,G,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002231,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1497,D,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002232,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1498,B,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002234,12Oct2031,12Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,13Oct2014
1499,Z,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002237,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1500,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002242,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1501,A,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002245,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1502,Y,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002249,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1503,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002265,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1504,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002269,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1505,P,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002273,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1506,L,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002277,19Oct2031,19Oct2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1507,J,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002278,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1508,G,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002279,19Oct2031,19Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1509,D,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002281,19Oct2031,19Oct2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Oct2014
1510,Z,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002285,26Oct2031,26Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1511,X,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002289,26Oct2031,26Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1512,T,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002290,26Oct2031,26Oct2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1513,R,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002292,26Oct2031,26Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1514,M,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002304,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1515,K,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002296,26Oct2031,26Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1516,H,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002297,26Oct2031,26Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,27Oct2014
1517,E,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002302,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1518,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002303,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1519,A,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ5E7002307,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1520,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002309,19Nov2031,11Apr2020,SMRT Buses (Pixel) Livery,De-registered for repair?,WLDEP,178 (R),3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1521,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002315,28Oct2031,28Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,29Oct2014
1522,P,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002319,28Oct2031,28Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,29Oct2014
1523,L,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002282,28Oct2031,28Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,29Oct2014
1524,J,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002286,28Oct2031,28Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,29Oct2014
1525,G,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002295,28Oct2031,28Oct2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,29Oct2014
1526,D,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002299,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1527,B,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002306,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1528,Z,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ9E7002312,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1529,X,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ8E7002334,19Nov2031,19May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1530,R,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002335,19Nov2031,19May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,20Nov2014
1531,M,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ2E7002376,25Nov2031,25May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,26Nov2014
1532,K,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ4E7002377,25Nov2031,25May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,26Nov2014
1533,H,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ6E7002381,25Nov2031,25May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,26Nov2014
1534,E,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002385,25Nov2031,25May2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,26Nov2014
1535,C,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002402,02Dec2031,02Jun2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Dec2014
1536,A,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ7E7002406,02Dec2031,02Jun2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Dec2014
1537,Y,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ0E7002411,11Dec2031,11Jun2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,12Dec2014
1538,U,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXE7002416,02Dec2031,02Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Dec2014
1539,S,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ1E7002417,11Dec2031,11Jun2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,12Dec2014
1540,L,MAN,NL323F,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZ3E7002421,11Dec2031,11Jun2020,SMRT Buses (Pixel) Livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,12Dec2014
