#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
3632,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926DA161853,04Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,05Aug2013
3633,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA161907,13Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,14Aug2013
3634,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA161908,13Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,14Aug2013
3635,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161914,13Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,14Aug2013
3636,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161915,13Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,14Aug2013
3637,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161916,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3638,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA161985,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3639,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA161986,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3640,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA161987,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3641,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA161988,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3642,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161995,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3643,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926DA162064,25Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,26Aug2013
3644,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA162065,28Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Aug2013
3645,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA162085,28Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Aug2013
3646,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA162086,28Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Aug2013
3647,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA162087,28Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Aug2013
3648,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA162168,28Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Aug2013
3649,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA162169,12Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Sep2013
3650,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA162172,12Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Sep2013
3651,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XDA162214,12Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Sep2013
3652,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA162215,17Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,18Sep2013
3653,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA162216,16Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,17Sep2013
3654,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA162217,16Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,17Sep2013
3655,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA162604,19Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,20Sep2013
3656,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA162605,19Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,20Sep2013
3657,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA162606,23Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Sep2013
3658,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA162633,19Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,20Sep2013
3659,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XDA162634,23Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Sep2013
3660,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA162635,23Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Sep2013
3661,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA162636,29Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Sep2013
3662,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA162637,23Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Sep2013
3663,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA162638,29Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Sep2013
3664,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA162639,29Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Sep2013
3665,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926DA162713,29Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Sep2013
3666,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA162714,29Sep2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Sep2013
3667,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XDA162715,07Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,08Oct2013
3668,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA162716,03Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,04Oct2013
3669,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA162849,07Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,08Oct2013
3670,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA162850,03Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,04Oct2013
3671,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA162851,03Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,04Oct2013
3672,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA162852,15Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,16Oct2013
3673,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA162853,16Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,17Oct2013
3674,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA162882,15Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,16Oct2013
3675,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA163090,15Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,16Oct2013
3676,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA163091,15Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,16Oct2013
3677,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA163111,22Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Oct2013
3678,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA163112,22Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Oct2013
3679,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA163113,22Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Oct2013
3680,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA163126,24Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Oct2013
3681,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA163127,23Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Oct2013
3682,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA163128,28Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Oct2013
3683,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA163129,29Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Oct2013
3684,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA163130,29Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Oct2013
3685,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927EA163192,29Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Oct2013
3686,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929EA163193,29Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Oct2013
3687,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA163194,30Oct2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Oct2013
3688,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924EA163196,13Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,14Nov2013
3689,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA163230,11Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Nov2013
3690,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923EA163271,11Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Nov2013
3691,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924EA163330,14Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,15Nov2013
3692,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922EA163360,14Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,15Nov2013
3693,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926EA163362,24Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Nov2013
3694,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XEA163364,24Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Nov2013
3695,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927EA163385,24Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Nov2013
3696,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929EA163386,26Nov2030,26May2020,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Nov2013
3697,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA163423,26Nov2030,26May2020,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Nov2013
3698,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922EA163424,26Nov2030,26May2020,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Nov2013
3699,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924EA163425,28Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Nov2013
3700,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926EA163426,28Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Nov2013
3701,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928EA163427,28Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Nov2013
3702,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XEA163526,28Nov2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Nov2013
3703,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923EA163528,08Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,09Dec2013
3704,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923EA163576,11Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Dec2013
3705,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925EA163272,08Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,09Dec2013
3706,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928EA163587,15Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,16Dec2013
3707,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XEA163588,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3708,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921EA163589,18Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,19Dec2013
3709,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928EA163590,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3710,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926EA163636,18Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,19Dec2013
3711,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928EA163637,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3712,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921EA163673,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3713,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923EA163674,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3714,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925EA163675,22Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Dec2013
3715,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927EA163676,23Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,24Dec2013
3716,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA163745,30Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Dec2013
3717,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922EA163746,30Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Dec2013
3718,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924EA163747,30Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Dec2013
3719,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926EA163748,30Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Dec2013
3720,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA164118,30Dec2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,31Dec2013
3721,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922EA164119,12Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Jan2014
3722,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929EA164151,12Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Jan2014
3723,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA164152,12Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,13Jan2014
3724,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923EA164226,20Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,21Jan2014
3725,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921EA164242,20Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,21Jan2014
3726,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920EA164281,22Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Jan2014
3727,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922EA164282,16Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,17Jan2014
3728,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924EA164316,16Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,17Jan2014
3729,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926EA164317,22Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Jan2014
3730,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XEA164336,22Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Jan2014
3731,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921EA164337,26Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jan2014
3732,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925EA164373,26Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jan2014
3733,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927EA164374,26Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jan2014
3734,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927EA164567,26Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jan2014
3735,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929EA164568,26Jan2031,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jan2014
