#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox,EDS model,Chair model,Door model,Air Con model,Registration Date,Advertisement Override
3027,S,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U228JA192393,13Jan2036,16Jan2020,Land Transport Authority (LTA)'s Lush Green livery,,UPDEP,93 (A),1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,14Jan2019,
3028,P,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U22XJA192413,31Jan2036,31Jan2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,1Feb2019,
3029,L,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U221JA192414,18Dec2035,18Jun2019,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,19Dec2018,
3030,G,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U226KA193060,31Jan2036,31Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,1Feb2019,
3031,D,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U228KA193061,03Jan2036,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,4Jan2019,
3032,B,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U22XKA193062,31Jan2036,31Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,1Feb2019,
3033,Z,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U224KA193073,03Jan2036,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,4Jan2019,
3034,X,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U226KA193074,03Jan2036,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,4Jan2019,
3035,T,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U228KA193075,31Jan2036,31Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,1Feb2019,
3036,R,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U22XKA193076,13Jan2036,13Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,14Jan2019,
3037,M,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U221KA193077,13Jan2036,13Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,14Jan2019,
3038,K,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U223KA193078,13Jan2036,13Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,14Jan2019,
3039,H,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U228KA193111,31Jan2036,31Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,1Feb2019,
3040,C,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U225KA193809,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3041,A,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U221KA193810,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3042,Y,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U223KA193811,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3043,U,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U225KA193812,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3044,S,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U227KA193813,10Feb2036,10Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Feb2019,
3045,P,Volvo,B5LH,MCV eVoRa,SMRT Buses,YV3T1U229KA193814,10Feb2036,10Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Feb2019,
3046,L,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U220KA193815,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3047,J,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U222KA193816,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3048,G,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U224KA193817,10Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,11Mar2019,
3049,D,Volvo,B5LH,MCV eVoRa,SBS Transit,YV3T1U221KA193838,18Mar2036,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,Volvo AT2412E I-Shift,LECIP,Vogel Industrie System 750/3,SMC Transit,Valeo REVO-E,19Mar2019,
3050,Z,BYD,K9,Gemilang Coachwork,SBS Transit,LC04S44S0K1000016,20Jan2037,20Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,21Jan2020,
3051,X,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3052,T,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3053,R,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3054,M,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3055,K,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3056,H,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3057,E,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3058,C,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3059,A,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3060,U,BYD,K9,Gemilang Coachwork,SBS Transit,LC04S44SXK1000007,20Jan2037,20Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,21Jan2020,
3061,S,BYD,K9,Gemilang Coachwork,SBS Transit,LC04S44S0K1000002,20Jan2037,20Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,21Jan2020,
3062,P,BYD,K9,Gemilang Coachwork,SBS Transit,LC04S44S4K1000004,20Jan2037,20Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,21Jan2020,
3063,L,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3064,J,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3065,G,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3066,D,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3067,B,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3068,Z,BYD,K9,Gemilang Coachwork,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,,
3069,X,BYD,K9,Gemilang Coachwork,SBS Transit,LC04S44S2K1000003,20Jan2037,20Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,1,BYD-TYC90A AC Motors,LECIP,City Star Eco,Masats,,21Jan2020,
3070,R,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3071,M,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3072,K,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3073,H,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3074,E,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3075,C,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3076,A,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3077,Y,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3078,U,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3079,S,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3080,L,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3081,J,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3082,G,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3083,D,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3084,B,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3085,Z,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3086,X,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3087,T,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3088,R,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3089,M,ST Engineering,Linkker,ST Engineering,LTA Storage,,,,Land Transport Authority (LTA)'s Lush Green livery,,N/A;,Not Registered,1,,,,,,,
3090,H,Yutong,ZK6128BEVG (E12),Yutong,Tower Transit Singapore,LZYTAGEW0K1024204,01Jan2037,1Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,BUDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,2Jan2020,
3091,E,Yutong,ZK6128BEVG (E12),Yutong,Tower Transit Singapore,LZYTAGEW6K1024210,01Jan2037,1Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,BUDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,2Jan2020,
3092,C,Yutong,ZK6128BEVG (E12),Yutong,Tower Transit Singapore,LZYTAGEW7K1024202,01Jan2037,1Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,BUDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,2Jan2020,
3093,A,Yutong,ZK6128BEVG (E12),Yutong,Go Ahead Singapore,LZYTAGEW9K1024203,02Jan2037,2Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,LYDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,3Jan2020,
3094,Y,Yutong,ZK6128BEVG (E12),Yutong,Go Ahead Singapore,LZYTAGEW6K1024207,02Jan2037,2Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,LYDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,3Jan2020,
3095,U,Yutong,ZK6128BEVG (E12),Yutong,Go Ahead Singapore,LZYTAGEW2K1024205,02Jan2037,2Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,LYDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,3Jan2020,
3096,S,Yutong,ZK6128BEVG (E12),Yutong,SMRT Buses,LZYTAGEWXK1024209,05Jan2037,5Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,KJDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,6Jan2020,
3097,P,Yutong,ZK6128BEVG (E12),Yutong,SMRT Buses,LZYTAGEW8K1024208,05Jan2037,5Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,KJDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,6Jan2020,
3098,L,Yutong,ZK6128BEVG (E12),Yutong,SMRT Buses,LZYTAGEW4K1024206,05Jan2037,5Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,KJDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,6Jan2020,
3099,J,Yutong,ZK6128BEVG (E12),Yutong,Tower Transit Singapore,LZYTAGEW2K1009106,19Feb2037,19Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,BUDEP,SP,1,Yutong YTM280-CV9-H Motors,LECIP,Ster NewCity,SMC Transit,Cling EZDS-06,20Feb2020,
3100,M,MAN,NL323F A22 Electric,MAN's Lion City Hybrid,SMRT Buses,WMAA22ZZXD7001880,01Sep2030,17Oct2017,Land Transport Authority (LTA)'s Lush Green livery,Re-registered from SMB3075A,,Unknown (L),Demo,,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,2Sep2013,
3101,K,,,,,,,,,,,,,,,,,,,
3102,H,,,,,,,,,,,,,,,,,,,
3103,E,,,,,,,,,,,,,,,,,,,
3104,C,,,,,,,,,,,,,,,,,,,
3105,A,,,,,,,,,,,,,,,,,,,
3106,Y,,,,,,,,,,,,,,,,,,,
3107,U,,,,,,,,,,,,,,,,,,,
3108,S,,,,,,,,,,,,,,,,,,,
3109,P,,,,,,,,,,,,,,,,,,,
3110,J,,,,,,,,,,,,,,,,,,,
3111,G,,,,,,,,,,,,,,,,,,,
3112,D,,,,,,,,,,,,,,,,,,,
3113,B,,,,,,,,,,,,,,,,,,,
3114,Z,,,,,,,,,,,,,,,,,,,
3115,X,,,,,,,,,,,,,,,,,,,
3116,T,,,,,,,,,,,,,,,,,,,
3117,R,,,,,,,,,,,,,,,,,,,
3118,M,,,,,,,,,,,,,,,,,,,
3119,K,,,,,,,,,,,,,,,,,,,
3120,E,,,,,,,,,,,,,,,,,,,
3121,C,,,,,,,,,,,,,,,,,,,
3122,A,,,,,,,,,,,,,,,,,,,
3123,Y,,,,,,,,,,,,,,,,,,,
3124,U,,,,,,,,,,,,,,,,,,,
3125,S,,,,,,,,,,,,,,,,,,,
3126,P,,,,,,,,,,,,,,,,,,,
3127,L,,,,,,,,,,,,,,,,,,,
3128,J,,,,,,,,,,,,,,,,,,,
3129,G,,,,,,,,,,,,,,,,,,,
3130,B,,,,,,,,,,,,,,,,,,,
3131,Z,,,,,,,,,,,,,,,,,,,
3132,X,,,,,,,,,,,,,,,,,,,
3133,T,,,,,,,,,,,,,,,,,,,
3134,R,,,,,,,,,,,,,,,,,,,
3135,M,,,,,,,,,,,,,,,,,,,
3136,K,,,,,,,,,,,,,,,,,,,
3137,H,,,,,,,,,,,,,,,,,,,
3138,E,,,,,,,,,,,,,,,,,,,
3139,C,,,,,,,,,,,,,,,,,,,
3140,Y,,,,,,,,,,,,,,,,,,,
3141,U,,,,,,,,,,,,,,,,,,,
3142,S,,,,,,,,,,,,,,,,,,,
3143,P,,,,,,,,,,,,,,,,,,,
3144,L,,,,,,,,,,,,,,,,,,,
3145,J,,,,,,,,,,,,,,,,,,,
3146,G,,,,,,,,,,,,,,,,,,,
3147,D,,,,,,,,,,,,,,,,,,,
3148,B,,,,,,,,,,,,,,,,,,,
3149,Z,,,,,,,,,,,,,,,,,,,
3150,T,,,,,,,,,,,,,,,,,,,
3151,R,,,,,,,,,,,,,,,,,,,
3152,M,,,,,,,,,,,,,,,,,,,
3153,K,,,,,,,,,,,,,,,,,,,
3154,H,,,,,,,,,,,,,,,,,,,
3155,E,,,,,,,,,,,,,,,,,,,
3156,C,,,,,,,,,,,,,,,,,,,
3157,A,,,,,,,,,,,,,,,,,,,
3158,Y,,,,,,,,,,,,,,,,,,,
3159,U,,,,,,,,,,,,,,,,,,,
3160,P,,,,,,,,,,,,,,,,,,,
3161,L,,,,,,,,,,,,,,,,,,,
3162,J,,,,,,,,,,,,,,,,,,,
3163,G,,,,,,,,,,,,,,,,,,,
3164,D,,,,,,,,,,,,,,,,,,,
3165,B,,,,,,,,,,,,,,,,,,,
3166,Z,,,,,,,,,,,,,,,,,,,
3167,X,,,,,,,,,,,,,,,,,,,
3168,T,,,,,,,,,,,,,,,,,,,
3169,R,,,,,,,,,,,,,,,,,,,
3170,K,,,,,,,,,,,,,,,,,,,
3171,H,,,,,,,,,,,,,,,,,,,
3172,E,,,,,,,,,,,,,,,,,,,
3173,C,,,,,,,,,,,,,,,,,,,
3174,A,,,,,,,,,,,,,,,,,,,
3175,Y,,,,,,,,,,,,,,,,,,,
3176,U,,,,,,,,,,,,,,,,,,,
3177,S,,,,,,,,,,,,,,,,,,,
3178,P,,,,,,,,,,,,,,,,,,,
3179,L,,,,,,,,,,,,,,,,,,,
3180,G,,,,,,,,,,,,,,,,,,,
3181,D,,,,,,,,,,,,,,,,,,,
3182,B,,,,,,,,,,,,,,,,,,,
3183,Z,,,,,,,,,,,,,,,,,,,
3184,X,,,,,,,,,,,,,,,,,,,
3185,T,,,,,,,,,,,,,,,,,,,
3186,R,,,,,,,,,,,,,,,,,,,
3187,M,,,,,,,,,,,,,,,,,,,
3188,K,,,,,,,,,,,,,,,,,,,
3189,H,,,,,,,,,,,,,,,,,,,
3190,C,,,,,,,,,,,,,,,,,,,
3191,A,,,,,,,,,,,,,,,,,,,
3192,Y,,,,,,,,,,,,,,,,,,,
3193,U,,,,,,,,,,,,,,,,,,,
3194,S,,,,,,,,,,,,,,,,,,,
3195,P,,,,,,,,,,,,,,,,,,,
3196,L,,,,,,,,,,,,,,,,,,,
3197,J,,,,,,,,,,,,,,,,,,,
3198,G,,,,,,,,,,,,,,,,,,,
3199,D,,,,,,,,,,,,,,,,,,,
3200,H,,,,,,,,,,,,,,,,,,,
3201,E,,,,,,,,,,,,,,,,,,,
3202,C,,,,,,,,,,,,,,,,,,,
3203,A,,,,,,,,,,,,,,,,,,,
3204,Y,,,,,,,,,,,,,,,,,,,
3205,U,,,,,,,,,,,,,,,,,,,
3206,S,,,,,,,,,,,,,,,,,,,
3207,P,,,,,,,,,,,,,,,,,,,
3208,L,,,,,,,,,,,,,,,,,,,
3209,J,,,,,,,,,,,,,,,,,,,
3210,D,,,,,,,,,,,,,,,,,,,
3211,B,,,,,,,,,,,,,,,,,,,
3212,Z,,,,,,,,,,,,,,,,,,,
3213,X,,,,,,,,,,,,,,,,,,,
3214,T,,,,,,,,,,,,,,,,,,,
3215,R,,,,,,,,,,,,,,,,,,,
3216,M,,,,,,,,,,,,,,,,,,,
3217,K,,,,,,,,,,,,,,,,,,,
3218,H,,,,,,,,,,,,,,,,,,,
3219,E,,,,,,,,,,,,,,,,,,,
3220,A,,,,,,,,,,,,,,,,,,,
3221,Y,,,,,,,,,,,,,,,,,,,
3222,U,,,,,,,,,,,,,,,,,,,
3223,S,,,,,,,,,,,,,,,,,,,
3224,P,,,,,,,,,,,,,,,,,,,
3225,L,,,,,,,,,,,,,,,,,,,
3226,J,,,,,,,,,,,,,,,,,,,
3227,G,,,,,,,,,,,,,,,,,,,
3228,D,,,,,,,,,,,,,,,,,,,
3229,B,,,,,,,,,,,,,,,,,,,
3230,X,,,,,,,,,,,,,,,,,,,
3231,T,,,,,,,,,,,,,,,,,,,
3232,R,,,,,,,,,,,,,,,,,,,
3233,M,,,,,,,,,,,,,,,,,,,
3234,K,,,,,,,,,,,,,,,,,,,
3235,H,,,,,,,,,,,,,,,,,,,
3236,E,,,,,,,,,,,,,,,,,,,
3237,C,,,,,,,,,,,,,,,,,,,
3238,A,,,,,,,,,,,,,,,,,,,
3239,Y,,,,,,,,,,,,,,,,,,,
3240,S,,,,,,,,,,,,,,,,,,,
3241,P,,,,,,,,,,,,,,,,,,,
3242,L,,,,,,,,,,,,,,,,,,,
3243,J,,,,,,,,,,,,,,,,,,,
3244,G,,,,,,,,,,,,,,,,,,,
3245,D,,,,,,,,,,,,,,,,,,,
3246,B,,,,,,,,,,,,,,,,,,,
3247,Z,,,,,,,,,,,,,,,,,,,
3248,X,,,,,,,,,,,,,,,,,,,
3249,T,,,,,,,,,,,,,,,,,,,
3250,M,,,,,,,,,,,,,,,,,,,
3251,K,,,,,,,,,,,,,,,,,,,
3252,H,,,,,,,,,,,,,,,,,,,
3253,E,,,,,,,,,,,,,,,,,,,
3254,C,,,,,,,,,,,,,,,,,,,
3255,A,,,,,,,,,,,,,,,,,,,
3256,Y,,,,,,,,,,,,,,,,,,,
3257,U,,,,,,,,,,,,,,,,,,,
3258,S,,,,,,,,,,,,,,,,,,,
3259,P,,,,,,,,,,,,,,,,,,,
3260,J,,,,,,,,,,,,,,,,,,,
3261,G,,,,,,,,,,,,,,,,,,,
3262,D,,,,,,,,,,,,,,,,,,,
3263,B,,,,,,,,,,,,,,,,,,,
3264,Z,,,,,,,,,,,,,,,,,,,
3265,X,,,,,,,,,,,,,,,,,,,
3266,T,,,,,,,,,,,,,,,,,,,
3267,R,,,,,,,,,,,,,,,,,,,
3268,M,,,,,,,,,,,,,,,,,,,
3269,K,,,,,,,,,,,,,,,,,,,
3270,E,,,,,,,,,,,,,,,,,,,
3271,C,,,,,,,,,,,,,,,,,,,
3272,A,,,,,,,,,,,,,,,,,,,
3273,Y,,,,,,,,,,,,,,,,,,,
3274,U,,,,,,,,,,,,,,,,,,,
3275,S,,,,,,,,,,,,,,,,,,,
3276,P,,,,,,,,,,,,,,,,,,,
3277,L,,,,,,,,,,,,,,,,,,,
3278,J,,,,,,,,,,,,,,,,,,,
3279,G,,,,,,,,,,,,,,,,,,,
3280,B,,,,,,,,,,,,,,,,,,,
3281,Z,,,,,,,,,,,,,,,,,,,
3282,X,,,,,,,,,,,,,,,,,,,
3283,T,,,,,,,,,,,,,,,,,,,
3284,R,,,,,,,,,,,,,,,,,,,
3285,M,,,,,,,,,,,,,,,,,,,
3286,K,,,,,,,,,,,,,,,,,,,
3287,H,,,,,,,,,,,,,,,,,,,
3288,E,,,,,,,,,,,,,,,,,,,
3289,C,,,,,,,,,,,,,,,,,,,
3290,Y,,,,,,,,,,,,,,,,,,,
3291,U,,,,,,,,,,,,,,,,,,,
3292,S,,,,,,,,,,,,,,,,,,,
3293,P,,,,,,,,,,,,,,,,,,,
3294,L,,,,,,,,,,,,,,,,,,,
3295,J,,,,,,,,,,,,,,,,,,,
3296,G,,,,,,,,,,,,,,,,,,,
3297,D,,,,,,,,,,,,,,,,,,,
3298,B,,,,,,,,,,,,,,,,,,,
3299,Z,,,,,,,,,,,,,,,,,,,
3300,C,,,,,,,,,,,,,,,,,,,
3301,A,,,,,,,,,,,,,,,,,,,
3302,Y,,,,,,,,,,,,,,,,,,,
3303,U,,,,,,,,,,,,,,,,,,,
3304,S,,,,,,,,,,,,,,,,,,,
3305,P,,,,,,,,,,,,,,,,,,,
3306,L,,,,,,,,,,,,,,,,,,,
3307,J,,,,,,,,,,,,,,,,,,,
3308,G,,,,,,,,,,,,,,,,,,,
3309,D,,,,,,,,,,,,,,,,,,,
3310,Z,,,,,,,,,,,,,,,,,,,
